Cost Center,Item1,Item2,Frequency,Total Revenue
Hospital A,AWAKE BAR,GREEK BOWL,2,18.06999945640564
Hospital B,GRILL TOPPINGS,RECHARGECOOKIE,6,18.059999465942383
Hospital A,CHICKEN TENDER BASKET,MICHEL ET AUGUSTINHAZELNUT,3,18.050000190734863
Hospital B,CORE POWER HP MILK SHAKE CHOC 14 OZ,DESSERT OREO DELIGHT,2,18.050000190734863
Hospital B,BURGER CHEESE,OAK FARMS FAT FREE HALFPINT,2,18.040000081062317
Hospital B,CANDY M & M PEANUT,WATER SMARTWATER ALKALINE 33.8OZ,4,18.010000228881836
Hospital B,NUT HARVEST WHOLE CASHEWS,ROLD GOLD PRETZELS TINY TWISTS,4,18.009999990463257
Hospital A,PASTA BOWL,TACO BAR,3,17.979999542236328
Hospital A,ASIAN MIX IT UP COMBO,FRUIT CUPS,2,17.979999542236328
Hospital B,2 FOR $2,STIR FRIDAY,2,17.979999542236328
Hospital A,BAR CLIFF BUILDERS BB CRISP,TACO BAR COMBO,1,17.979999542236328
Hospital A,BAR CLIFF BUILDERS CHOCOLATE CHIP,TACO BAR COMBO,1,17.979999542236328
Hospital A,CARVED DELI SHL,TACO BAR COMBO,1,17.979999542236328
Hospital B,HARD BOILED EGG,YOGURT YOPLAIT BLUEBERRY REG,3,17.96999979019165
Hospital B,BOTTLEAHA SPARKLING BERRY/POM,PHILLY,1,17.96999955177307
Hospital B,BOTTLEAHA SPARKLING LM/WATERMELOM,PHILLY,1,17.96999955177307
Hospital B,CARVED-DELI,TWIZZLERS TWISTS,2,17.96999955177307
Hospital B,ONION RINGS,PHILLY,1,17.96999955177307
Hospital A,BUDDHA BOWL,PUMPKIN SPICE CUPCAKE,1,17.96999955177307
Hospital B,BOTTLEAHA SPARKLING LM/WATERMELOM,CUCINA ITALIANO,1,17.96999955177307
Hospital B,ENT-BAKED POTATO,PHILLY,1,17.96999955177307
Hospital B,FRIES,GRILLSPECIAL7.99,2,17.96999955177307
Hospital A,BROWNIES,DARK CHOCOLATE ALMONDS 5.5 OZ,3,17.969999313354492
Hospital A,CINNAMON PECANS,POWER BOWL,1,17.969999313354492
Hospital A,GERMAN BRATWURST,TATOR TOTS,1,17.969999313354492
Hospital A,MARICH CHOCOLATE ESPRESSO BEANS,TATOR TOTS,1,17.969999313354492
Hospital B,J&O CHICKEN BLT,SALAD THE DELUXE GARDEN,1,17.969999313354492
Hospital B,2 FOR $2,SOUP 8 OZ,4,17.960000038146973
Hospital B,BREAD .99,CARVED-DELI,2,17.959999561309814
Hospital B,FRIES,TACO TUESDAY,2,17.959999561309814
Hospital A,DARK CHOCOLATE ENERGY BOOST,SMALL GARDEN SALAD,2,17.959999561309814
Hospital B,SALAD THE DELUXE GARDEN,SIDE 1.99,2,17.959999561309814
Hospital B,DESSERT,SALMON ENTRÉE,2,17.959999561309814
Hospital B,ENTREE 5.99,QUESADILLA CHEESE,1,17.959999561309814
Hospital B,BACON 1 SLICE,ENT-BAKED POTATO,5,17.959999561309814
Hospital B,ONION RINGS,SALMON ENTRÉE,2,17.959999561309814
Hospital A,BARK THINS ALMOND,GRIL LVEGGIE QUESADILLA,2,17.959999561309814
Hospital A,CARVED DELI SHL,RICE KRISPIES TREAT ORIGINAL,2,17.959999561309814
Hospital B,FRIES,SANDWICH TURKEY & SWISS ON CROISSANT,2,17.959999561309814
Hospital B,FRESH FRUIT,WRAP SONOMA CHICKEN SALAD,2,17.959999561309814
Hospital B,BREAKFAST SPECIAL 2,TOASTER SANDWICH,3,17.959999561309814
Hospital B,RECHARGEDRINK,SALMON ENTRÉE,2,17.959999561309814
Hospital B,DASANI WATER 20OZ,SALAD THE DELICIOUS SPINACH,2,17.959999561309814
Hospital B,COOKIE NABISCO FIG NEWTON 2 CNT,TAILGATE.,2,17.959999561309814
Hospital B,OMELET,TOASTER SANDWICH,2,17.959999561309814
Hospital A,FRUIT CUPS,SANDWICH BFK BISCUIT BITES,1,17.959999561309814
Hospital B,BREAD .99,MEDITERRANEAN,2,17.959999561309814
Hospital B,FRIES,SALAD THE DELUXE GARDEN,2,17.959999561309814
Hospital B,CARVED-DELI,WHOLE FRUIT 1 PC,2,17.959999561309814
Hospital B,BOTTLE FANTA STRAWBERRY 20OZ,ENTREE 4.79,3,17.949999809265137
Hospital A,ADD A BEVERAGE $1,BEANFIELDS WHITE BEAN SEA SALT,5,17.949999570846558
Hospital B,POPCORN SMARTFOOD WHITE CHEDDAR,SANDWICH PBJ GRANOLA,3,17.94999933242798
Hospital B,BURGER VEGGIES,QUESADILLA CHEESE,2,17.940000534057617
Hospital B,BOTTLE COKE CHERRY 20OZ,BURGER TURKEY,3,17.940000414848328
Hospital B,FRESH FRUIT,MILK SILK SOYMILK VANILLA 8.25OZ,3,17.94000005722046
Hospital A,AWAKE BAR,BREAKFAST SANDWICH,3,17.94000005722046
Hospital B,BVC -TOPOCHICO MINERAL WATER-20OZ,STRAWBERRY ALMOND YOGURT PARFAIT,3,17.94000005722046
Hospital A,BOILED EGG CUP,SMALL GARDEN SALAD,2,17.94000005722046
Hospital A,CAN RED BULL ENERGY DRINK SF 8.4OZ,CHOC BAG 2.99,3,17.94000005722046
Hospital B,BURGER CHEESE,DOG TREATS,1,17.94000005722046
Hospital A,SMALL GARDEN SALAD,TURMERIC CAKE,2,17.94000005722046
Hospital B,FSTG TORTILLA CHIPS JALAPENO,OMELET,3,17.94000005722046
Hospital B,BEANFEILDS JALAPENO,FRESH FRUIT,3,17.94000005722046
Hospital A,2 FOR 2.49,GRIL LVEGGIE QUESADILLA,2,17.94000005722046
Hospital A,CAN RED BULL ENERGY DRINK SUGAR FREE 8.4OZ,SAFFRON ROAD,2,17.94000005722046
Hospital A,2 FOR 2.49,GRABEEZ SUNBURST,2,17.94000005722046
Hospital B,FRESH FRUIT,FSTG MULTIGRAIN,3,17.94000005722046
Hospital A,FRUIT CUPS,NATURE VALLEY PEANUT BUTTER,2,17.94000005722046
Hospital A,CEREAL BOX,FRUIT CUPS,2,17.94000005722046
Hospital A,2 FOR 2.49,BAR 10TH TEE CRANBERRY TRAIL MIX,2,17.94000005722046
Hospital B,FRIES,SNACK BOX 2,3,17.94000005722046
Hospital A,BUTTER,FRUIT CUPS,1,17.94000005722046
Hospital A,BROOKSIDE BERRY MEDLEY,TATOR TOTS,3,17.94000005722046
Hospital B,FRESH FRUIT,FSTG TORTILLA CHIPS SWEET POTATO,3,17.94000005722046
Hospital B,BURGER CHEESE,CHICKEN TENDER 1,2,17.94000005722046
Hospital B,BREAKFAST TACO,DUNKIN DONUTS MOCHA,3,17.93999981880188
Hospital B,SANDWICH TURKEY & CHEDDAR BLT,SMARTWATER 1L,1,17.93999981880188
Hospital B,SMARTWATER 1L,TUKEY PROVOLONE,1,17.93999981880188
Hospital B,SANDWICH TUNA SALAD 12 GRAIN,SMARTWATER 1L,1,17.93999981880188
Hospital B,SMARTWATER 1L,SNACK BOX CHICKEN SALAD SNACKER,1,17.93999981880188
Hospital B,DASANI WATER 20OZ,PARFAIT YOGURT STRAWBERRY & VANILLA,3,17.93999934196472
Hospital B,OAK FARMS-2%,SANDWICH PBJ GRANOLA,3,17.93999934196472
Hospital B,SANDWICH PBJ GRANOLA,TRUMOO CHOCOLATE MILK,3,17.93999934196472
Hospital A,ADD A 12OZ COFF,BREAKFAST BISCUIT,4,17.920000553131104
Hospital A,FRUIT WHOLE,VANILLA PUDDING PARFAIT,2,17.920000314712524
Hospital B,FRIES,SNACK BOX 3,4,17.920000076293945
Hospital B,BAKED LAYS,ENTREE 4.79,2,17.919999837875366
Hospital B,GOURMET CAKE,WATER VITAMINWATER ZERO MULTI V 20OZ,3,17.919999599456787
Hospital B,BOTTLE DR. PEPPER DIET 20OZ,HOT DOG,4,17.919999599456787
Hospital B,BAKED SWEET POTATO,PLANTERS- TROPICAL FRUIT & NUT,2,17.91000008583069
Hospital B,BISCUIT W/GRAVY,BOTTLE GOLD PEAK UNSWEETENED ICED TEA 18.5OZ,3,17.91000008583069
Hospital B,BACON 3 SLICES,CANDY M & M PEANUT,5,17.899999618530273
Hospital B,COOKIES NUTTER BUTTER 1.9Z S S NAB,TOPO CHICO TWIST OF LIME 20OZ,5,17.899999618530273
Hospital B,ADD CHEESE,GOURMET CAKE,5,17.880000114440918
Hospital B,CEREAL HOT 8OZ,PLANTERS- TROPICAL FRUIT & NUT,6,17.880000114440918
Hospital B,COOKIES NUTTER BUTTER 1.9Z S S NAB,WATER SMARTWATER 20OZ,4,17.880000114440918
Hospital B,BOTTLE SPRITE ZERO 20OZ.,REFRIED BEANS,6,17.880000114440918
Hospital B,CEREAL HOT 8OZ,MILK SILK SOYMILK CHOCOLATE 8.25OZ,6,17.880000114440918
Hospital B,DASANI WATER 20OZ,FSTG TORTILLA CHIPS SWEET POTATO,6,17.87999999523163
Hospital B,BOTTLE COKE,CUCINA ITALIANO,2,17.869999527931213
Hospital B,CARVED-DELI,MINUTE MAID ORANGE NO PULP,2,17.869999527931213
Hospital B,BOTTLE SPRITE ZERO 20OZ.,STIR FRIDAY,2,17.869999527931213
Hospital B,BOTTLE FANTA ORANGE 20OZ,CARVED-DELI,2,17.869999527931213
Hospital B,BOTTLE FANTA ORANGE 20OZ,PHILLY,1,17.869999527931213
Hospital B,ADD CHEESE,SIDE 1.99,7,17.850000143051147
Hospital B,BURGER CHEESE,MINUTE MAID CRANBERRY GRAPE,2,17.850000023841858
Hospital B,GRAPES & CHESSES CUP,TOPO CHICO TWIST OF LIME 20OZ,2,17.84999942779541
Hospital B,DESSERT STRAWBERRY SHORTCAKE,SOUP 8 OZ,3,17.829999923706055
Hospital B,CHIP LAYS PLAIN,COKE ZERO BOTTLE 20 OZ,6,17.789999842643738
Hospital B,PHILLY,RICE KRISPIE BITES,1,17.769999504089355
Hospital B,BOTTLE FANTA STRAWBERRY 20OZ,SABOR CAFE,2,17.769999504089355
Hospital A,BROOKSIDE ACAI & BLUEBERRY,CHICKEN TENDER BASKET,2,17.760000228881836
Hospital B,SALAD THE SIDE,SANDWICH CHICKEN BREAST,2,17.759999752044678
Hospital A,IMP-TGF CASHEWS 4OZ,RIP VAN WAFEL CHOC,2,17.759999752044678
Hospital B,ENTREE 5.99,SMART WATER,1,17.759999752044678
Hospital B,CHIPS MISS VICKIES SEA SALT VIN 1 3/8OZ,SALAD CHICKEN CAESAR,2,17.7599995136261
Hospital B,BOTTLE SPRITE 20OZ,TACO TUESDAY,2,17.7599995136261
Hospital B,BOTTLE DR. PEPPER DIET 20OZ,SANDWICH TURKEY & SWISS ON CROISSANT,2,17.7599995136261
Hospital B,COKE ZERO BOTTLE 20 OZ,SALMON ENTRÉE,3,17.7599995136261
Hospital B,BOTTLE DR. PEPPER DIET 20OZ,SALMON ENTRÉE,2,17.7599995136261
Hospital B,CHIP LAYS PLAIN,SALAD CHICKEN CAESAR,2,17.7599995136261
Hospital A,GARLIC KNOTS,SALAD CHEF,1,17.7599995136261
Hospital B,ENT -PREMIUM SIDE 1.39,SALAD THE DELICIOUS SPINACH,2,17.7599995136261
Hospital B,ROLD GOLD PRETZELS TINY TWISTS,SALAD THE DELICIOUS SPINACH,2,17.7599995136261
Hospital B,ENTREE 4.99,HONEY 12 OZ,1,17.75999927520752
Hospital B,EGGS,NABISCO OREO,6,17.75
Hospital B,BOTTLE COKE,SANDWICH EGG SALAD,2,17.749999523162842
Hospital B,CHIPS MISS VICKIES SEA SALT VIN 1 3/8OZ,WRAP ROASTED TURKEY ON TOMATO BASIL,3,17.749999284744263
Hospital A,KING CONE CHOCO VANILLA,SMALL GARDEN SALAD,2,17.740000247955322
Hospital A,GOOD HUMOR OREO CONE,SMALL GARDEN SALAD,2,17.740000247955322
Hospital B,BELVITA GOLDEN OAT,SNACK BOX CHICKEN SALAD SNACKER,2,17.739999771118164
Hospital B,BURGER,CANDY REESE PEANUT BUTTER CUPS,2,17.739999771118164
Hospital B,2 FOR $2,COFFEE 20OZ,3,17.739999771118164
Hospital B,BACON 3 SLICES,CHIP LAYS SR CRM ONION,4,17.739999651908875
Hospital B,EGG SCRAMBLE,SUB EGG WHITES,4,17.730000257492065
Hospital B,BOTTLE SPRITE 20OZ,BURGER VEGGIES,2,17.730000019073486
Hospital A,2 FOR 2.49,BEANFIELDS NACHO,3,17.729999780654907
Hospital B,COFFEE 20OZ,ENT-BAKED POTATO,2,17.71999979019165
Hospital B,COFFEE 20OZ,LARGE M&M COOKIE,3,17.71999979019165
Hospital B,SAUSAGE PATTY,TOASTER SANDWICH,2,17.719999313354492
Hospital B,BAGEL,COFFEE 12OZ,2,17.700000286102295
Hospital A,ONDEMAND CHEESEBURGER,ONDEMAND CHEETOS,1,17.700000286102295
Hospital B,GRILL TOPPINGS,SNACK BOX 3,5,17.699999809265137
Hospital B,IMP-CANDY BAR,PLANTERS- TROPICAL FRUIT & NUT,4,17.68999981880188
Hospital B,CANDY M & M PEANUT,ONION RINGS,5,17.68999981880188
Hospital B,IMP-CANDY BAR,ONION RINGS,5,17.68999981880188
Hospital B,CANDY REESE PEANUT BUTTER CUPS,POPCORN SMARTFOOD WHITE CHEDDAR,4,17.6899995803833
Hospital B,BELVITA BLUE BERRY BREAKFAST BAR,COOKIE NABISCO FIG NEWTON 2 CNT,5,17.669999837875366
Hospital B,FLOUR BULK,PHILLY,1,17.669999599456787
Hospital B,NOODLE SHOP,YOGURT YOPLAIT STRAWBERRY,1,17.669999599456787
Hospital B,CROISSANT SANDWICH,MUFFIN SANDWICH,5,17.649999856948853
Hospital A,CHICKEN TENDER BASKET,ENERGY COCA-COLA 12OZ,3,17.640000343322754
Hospital B,CORE POWER HP MILK SHAKE CHOC 14 OZ,DANNON OIKOS PLAIN,3,17.640000343322754
Hospital B,BREAKFAST SPECIAL 2,MINUTE MAID CRANBERRY GRAPE,3,17.639999985694885
Hospital A,IMP_ AWAKE CHOCO BAR,MICHEL ET AUGUSTINHAZELNUT,3,17.639999628067017
Hospital B,BEANFEILDS JALAPENO,CHICKEN BREAST GRILLED,3,17.639999628067017
Hospital B,CHICKEN BREAST GRILLED,GOLD PEAK-EXTRA SWEET,3,17.639999628067017
Hospital A,BOOM CHICKA POP WHITE CHEDDAR,ENTREE 4.49,3,17.639999270439148
Hospital B,COOKIE NABISCO FIG NEWTON 2 CNT,EGGS,7,17.630000352859497
Hospital B,BAR KIND CRANBERRY ALMOND,BOTTLE DR. PEPPER DIET 20OZ,2,17.630000233650208
Hospital B,DASANI WATER 20OZ,DESSERT VANILLA GODDESS,3,17.62999987602234
Hospital A,IMP- BROWNIE BRITTLE CHOCOLATE CHIP,WHOLE AVOCADO,2,17.62999987602234
Hospital B,DESSERT OREO DELIGHT,SAUSAGE PATTY,3,17.609999656677246
Hospital B,COFFEE 12OZ,ENT-BAKED POTATO,3,17.609999656677246
Hospital B,BOTTLE COKE DIET 20OZ,SCONE LARGE,3,17.609999656677246
Hospital B,COFFEE 16OZ,YOGURT YOPLAIT STRAWBERRY,3,17.609999656677246
Hospital B,COFFEE 20OZ,IMP-CANDY BAR,2,17.609999656677246
Hospital B,BAR QUAKER CHEWY GRANOLA CHOC CHIP 0.84 OZ,TOPO CHICO TWIST OF LIME 20OZ,4,17.59999966621399
Hospital B,MINUTE MAID CRANBERRY APPLE RASPBERRY,PANCAKE 1,3,17.5900000333786
Hospital A,ONDEMAND LAYS BAKED,ONDEMAND LOADED PEPPERONI PIZZA,1,17.580000400543213
Hospital B,ENTREE 4.79,GOURMET CUPCAKES7.99,1,17.56999969482422
Hospital A,ASIAN MIX IT UP,BROOKSIDE POMEGRANATE,2,17.56999969482422
Hospital A,BROOKSIDE BERRY MEDLEY,BROOKSIDE POMEGRANATE,2,17.55999994277954
Hospital B,BLUEBERRY AND GRANOLA PARFAIT,ENTREE 4.79,2,17.55999994277954
Hospital A,CARVED DELI SHL,COOKIE,2,17.559999585151672
Hospital B,CANDY REESE PEANUT BUTTER CUPS,SALAD CHICKEN CAESAR,2,17.559999465942383
Hospital B,CHICKEN CAESAR WRAP,DESSERT STRAWBERRY SHORTCAKE,2,17.559999465942383
Hospital B,BOTTLE COKE CHERRY 20OZ,GRL-TURKEY BURG,2,17.559999465942383
Hospital B,DESSERT OREO DELIGHT,SANDWICH TURKEY & CHEDDAR BLT,2,17.559999465942383
Hospital A,MICHEL ET AUGUSTINCARAMEL,SALAD CAESAR,2,17.559999465942383
Hospital B,DESSERT STRAWBERRY SHORTCAKE,SANDWICH CHICKEN SALAD ON 12 GRAIN,2,17.559999465942383
Hospital B,DESSERT VANILLA GODDESS,J&O -SANDWICH TURKEY & PROVOLONE ON 12 GRAIN,2,17.559999465942383
Hospital B,NABISCO OREO,SALAD THE DELICIOUS SPINACH,2,17.559999465942383
Hospital B,SALAD CHICKEN CAESAR,SNICKERS BAR,2,17.559999465942383
Hospital B,COMBO HALF & HALF,DESSERT VANILLA GODDESS,2,17.559999465942383
Hospital B,BOTTLE GOLD PEAK GREEN ICED TEA 18.5OZ,ENTREE 4.99,1,17.559999227523804
Hospital B,BACON 1 SLICE,BOTTLE COKE,6,17.54999989271164
Hospital A,EGG SALAD SANDWICH,FRUIT WHOLE,1,17.540000081062317
Hospital B,BURGER,FRITO CORN CHIPS,2,17.539999961853027
Hospital A,HOME FREE MINI COOKIES VANILLA,SMALL GARDEN SALAD,2,17.539999961853027
Hospital B,MIGAS,TOPO CHICO TWIST OF LIME 20OZ,3,17.539999961853027
Hospital B,COFFEE 12OZ,WRAP THE CLUB,2,17.53999948501587
Hospital B,CHIP LAYS BBQ,WRAP SOUTHWEST CHICKEN,2,17.53999948501587
Hospital B,CHEETOS CRUNCHY,SANDWICH PESTO CHICKEN SALAD ON CROISSANT,2,17.53999948501587
Hospital B,BOTTLE DR. PEPPER 20OZ,TOASTER SANDWICH,2,17.53999948501587
Hospital B,BISCUIT W/GRAVY,TOASTER SANDWICH,2,17.53999948501587
Hospital B,BOTTLE COKE DIET 20OZ,CUBEPUMPKIN SPICE PRETZEL,2,17.53999948501587
Hospital B,COFFEE 12OZ,WRAP THE BIG ITALY,2,17.53999948501587
Hospital A,BVC-RED BULL TROPICAL,COOKIES,4,17.520000100135803
Hospital B,GOURMET CAKE,YOGURT YOPLAIT BLUEBERRY REG,3,17.519999980926514
Hospital B,BREAKFAST TACO,PINTO BEAN DRIED,2,17.519999861717224
Hospital B,KASHI TLC,MUFFIN SANDWICH,4,17.519999504089355
Hospital A,BOTTLE BARQS ROOT BEER,TATOR TOTS,5,17.509999990463257
Hospital B,BAR LUNA CHOCOLATE PEPPERMINT,HARD BOILED EGG,2,17.479999542236328
Hospital B,ENT -PREMIUM SIDE 1.39,KIT KAT BAR,6,17.46999967098236
Hospital B,CANDY REESE PEANUT BUTTER CUPS,CHIP DORITO COOL RANCH 1.74OZ,6,17.46999967098236
Hospital B,MUNCH,NABISCO OREO,6,17.46999967098236
Hospital B,ENTREE 5.99,TUKEY PROVOLONE,1,17.469999313354492
Hospital B,ENTREE 5.99,GRAPES & CHESSES CUP,1,17.469999313354492
Hospital B,ENTREE 5.99,SANDWICH CHICKEN SALAD ON WHITE,1,17.469999313354492
Hospital B,COMBO HALF & HALF,ENTREE 5.99,1,17.469999313354492
Hospital B,CHICKEN CAESAR WRAP,ENTREE 5.99,1,17.469999313354492
Hospital B,ENTREE 4.99,NUT HARVEST MIXED NUTS,1,17.459999322891235
Hospital B,BAK -LEMON CAKE,ENTREE 4.99,1,17.459999322891235
Hospital B,ENTREE 4.99,THINK! THIN BAR CHNKY PNUT BTR,1,17.459999322891235
Hospital A,ADD A BEVERAGE $1,GH-MAGNUM ALMOND,5,17.450000524520874
Hospital A,ADD A BEVERAGE $1,KLONDIKE CHOCO TACO,5,17.450000286102295
Hospital B,BURGER,BURGER VEGGIES,3,17.450000047683716
Hospital B,SMARTWATER 1L,WRAP QUINOA & VEGGIE,1,17.43999981880188
Hospital B,SMARTWATER 1L,WRAP BUFFALO CHICKEN,1,17.43999981880188
Hospital B,CUBEPUMPKIN SPICE PRETZEL,SMARTWATER 1L,1,17.43999981880188
Hospital B,SALAD THE SIDE,SMARTWATER 1L,1,17.43999981880188
Hospital B,GOURMET CAKE,NUT HARVEST MIXED NUTS,3,17.430000066757202
Hospital B,GOURMET CAKE,NUT HARVEST NUT & FRUIT,3,17.429999828338623
Hospital B,CHICKEN CAESAR WRAP,IMP-CANDY BAR,2,17.429999351501465
Hospital B,FRITO CORN CHIPS,TOPO CHICO TWIST OF GRAPEFRUIT 20OZ,5,17.40000009536743
Hospital B,BACON 1 SLICE,TORTILLA,11,17.399999618530273
Hospital A,ADD A BEVERAGE $1,GRILL TOPPING,11,17.37000012397766
Hospital B,IMP -SUN CHIPS GARDEN SALSA,SIDE 1.29,6,17.369999647140503
Hospital B,CHIP DORITOS NACHO CHEESE,CUCINA ITALIANO,1,17.369999527931213
Hospital B,CHEETOS FLAMIN HOT,PHILLY,1,17.369999527931213
Hospital B,CHIPS SUN HRVST CHEDDAR,PHILLY,1,17.369999527931213
Hospital A,DARK CHOCOLATE ALMONDS 5.5 OZ,ICE CREAM STRAWBERRY SHORTCAKE,2,17.359999656677246
Hospital B,SANDWICH TURKEY & SWISS ON CROISSANT,YOGURT YOPLAIT STRAWBERRY,2,17.359999656677246
Hospital A,CHICHARRONES JALAPENO CHEDDAR,RIP VAN WAFEL CARAMEL VANILLA,2,17.350000381469727
Hospital A,ENERGY COCA-COLA 12OZ,PEPPERONI PIZZA,1,17.350000381469727
Hospital A,DOLCETTO COOKIES & CREAM,GHIRARDELLI DARK CHOCOLATE SEA SALT,6,17.350000143051147
Hospital B,BURGER CHEESE,CHIPS SUN HRVST CHEDDAR,1,17.350000023841858
Hospital A,MARICH CHOCOLATE ESPRESSO BEANS,SMALL GARDEN SALAD,2,17.34000015258789
Hospital A,MICHEL ET AUGUSTINCARAMEL,SOUP 12OZ,2,17.34000015258789
Hospital B,POPCORN SMARTFOOD WHITE CHEDDAR,SNACK BOX 2,3,17.33999991416931
Hospital B,THINK THIN DK CHOCO PEPPERMINT,TOPO CHICO TWIST OF LIME 20OZ,3,17.33999991416931
Hospital B,DESSERT STRAWBERRY SHORTCAKE,NUT HARVEST WHOLE CASHEWS,3,17.33999991416931
Hospital B,ENTREE 4.79,WHOLE FRUIT 1 PC,3,17.33999991416931
Hospital A,IMP-TGF CASHEWS 4OZ,PUMPKIN SPICE COOKIES,2,17.339999675750732
Hospital B,COMBO HALF & HALF,WATER SMARTWATER 20OZ,2,17.339999675750732
Hospital B,SNACK BOX PROTEIN SNACK BOX,WATER SMARTWATER 20OZ,2,17.339999675750732
Hospital B,CHIP DORITOS NACHO CHEESE,PIZZA CHEESE SLICE,3,17.329999804496765
Hospital A,BAR THATS IT APPLE/STRAWBERRY,WHOLE AVOCADO,2,17.31999969482422
Hospital B,BOTTLE SPRITE 20OZ,SIDE 1.99,4,17.30999994277954
Hospital B,BOTTLE SPRITE 20OZ,SOUP 8 OZ,4,17.30999994277954
Hospital B,BISCUIT W/GRAVY,MUFFIN REGULAR,3,17.30999994277954
Hospital B,ADD CHEESE,REFRIED BEANS,9,17.309999704360962
Hospital A,FRUIT WHOLE,SALAD CAESAR,2,17.299999713897705
Hospital B,DUNKIN FRENCH VANILLA,SAUSAGE PATTY,2,17.299999713897705
Hospital B,FRENCH TOAST,TOPO CHICO TWIST OF GRAPEFRUIT 20OZ,4,17.299999713897705
Hospital B,CHIP LAYS SR CRM ONION,SNICKERS BAR,5,17.269999623298645
Hospital B,ROLD GOLD PRETZELS TINY TWISTS,SNICKERS BAR,5,17.269999623298645
Hospital B,CANDY M & M PEANUT,CUCINA ITALIANO,2,17.269999504089355
Hospital A,ASIAN MIX IT UP,LEMON WAFER BITES,2,17.269999504089355
Hospital B,32 OZ,ENTREE 4.99,1,17.25999927520752
Hospital B,CORE POWER HP MILK SHAKE CHOC 14 OZ,NUT HARVEST NUT & FRUIT,2,17.250000476837158
Hospital A,FRUIT CUPS,LEMON WAFER BITES,2,17.25
Hospital B,BURGER,OAK FARMS WHOLE 8OZ,2,17.239999890327454
Hospital B,CEREAL HOT 8OZ,CORE POWER HP MILK SHAKE VAN 14 OZ,3,17.220000505447388
Hospital B,BOTTLE FANTA ORANGE 20OZ,SIDE 1.29,5,17.18999969959259
Hospital B,BROWNIE,HOME FRIES,3,17.1899995803833
Hospital A,CARVED DELI SHL,ENTREE 4.59,1,17.170000076293945
Hospital A,ENTREE 4.59,FRUIT CUPS,1,17.160000324249268
Hospital B,CORE POWER HP MILK SHAKE CHOC 14 OZ,PARFAIT YOGURT STRAWBERRY & VANILLA,2,17.15999984741211
Hospital B,OAK FARMS WHOLE 8OZ,SALAD THE DELICIOUS SPINACH,2,17.15999960899353
Hospital A,CRANBERRY COOKIE,SUPERFOOD SALAD,2,17.15999960899353
Hospital B,CHICKEN BREAST GRILLED,SALAD THE SIDE,2,17.15999937057495
Hospital B,ENTREE 5.99,GRILLED CHEESE,1,17.15999937057495
Hospital B,COFFEE 20OZ,CUCINA ITALIANO,1,17.149999618530273
Hospital A,CARVED DELI SHL,GUMMY BEARS,1,17.149999618530273
Hospital A,FRUIT CUPS,GUMMY BEARS,1,17.139999866485596
Hospital B,IMPOSSIBLE BURGER ALONE,NABISCO OREO,2,17.139999389648438
Hospital B,FSTG TORTILLA CHIPS JALAPENO,QUESADILLA CHEESE,2,17.12000048160553
Hospital B,CHIP LAYS BBQ,QUESADILLA CHEESE,2,17.12000036239624
Hospital B,CHIPS MISS VICKIES SEA SALT VIN 1 3/8OZ,WATER SMARTWATER ANTI OX 33.8OZ,4,17.12000036239624
Hospital B,PLANTERS- TROPICAL FRUIT & NUT,TOPO CHICO TWIST OF GRAPEFRUIT 20OZ,4,17.119999885559082
Hospital B,AHA-ORANGE& GRPFRUIT,TOPO CHICO TWIST OF LIME 20OZ,4,17.119999885559082
Hospital B,BELVITA BLUE BERRY BREAKFAST BAR,FRIES,4,17.109999895095825
Hospital B,MINUTE MAID CRANBERRY APPLE RASPBERRY,WATER SMARTWATER 20OZ,3,17.100000143051147
Hospital B,ADD CHEESE,BISCUIT W/GRAVY,4,17.079999923706055
Hospital B,CUCINA ITALIANO,OAK FARMS WHOLE 8OZ,1,17.06999957561493
Hospital B,ENTREE 4.99,WATER VITAMINWATER ZERO MULTI V 20OZ,1,17.059999227523804
Hospital B,BOTTLEAHA SPARKLING LM/WATERMELOM,BURGER VEGGIES,4,17.040000200271606
Hospital B,EGG SCRAMBLE,SIDE 1.99,3,17.040000200271606
Hospital A,CHOC BAG 2.99,MARICH CHOCOLATE ESPRESSO BEANS,3,17.040000200271606
Hospital B,CHIP BAKED LAYS PLN,ENTREE 4.29,3,17.039999842643738
Hospital B,ENTREE 4.29,MISS VICKIES ORIG,3,17.039999842643738
Hospital A,CHICKEN TENDER BASKET,FRUIT WHOLE,4,17.010000586509705
Hospital B,NUT HARVEST WHOLE CASHEWS,WATER SMARTWATER 20OZ,3,17.010000228881836
Hospital B,BOTTLE DR. PEPPER 20OZ,MINUTE MAID ORANGE NO PULP,3,17.009999871253967
Hospital B,BOTTLE DR. PEPPER 20OZ,COKE ZERO BOTTLE 20 OZ,3,17.009999871253967
Hospital B,BOTTLE COKE,BOTTLE DR. PEPPER 20OZ,3,17.009999871253967
Hospital B,ROLD GOLD PRETZELS TINY TWISTS,TOPO CHICO TWIST OF LIME 20OZ,4,17.009999752044678
Hospital B,IMP -SUN CHIPS GARDEN SALSA,TOPO CHICO TWIST OF GRAPEFRUIT 20OZ,4,17.009999752044678
Hospital B,BACON 3 SLICES,GRILLED CHEESE,2,17.0099995136261
Hospital B,EGGS,ENGLISH MUFFIN,7,17.00000023841858
Hospital B,IMPOSSIBLE BURGER,SABOR CAFE,1,16.979999542236328
